# Title: June - August 2000 Contiguous U.S. County Maximum Temperature
# Units: Degrees Fahrenheit
# Note: Period of Record: 131 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
NY-087,Rockland County,New York,78.7,12,-2.1,80.8
NY-089,St. Lawrence County,New York,74.2,15,-1.9,76.1
NY-091,Saratoga County,New York,75.4,4,-3.3,78.7
NY-093,Schenectady County,New York,75.8,3,-3.5,79.3
NY-095,Schoharie County,New York,74.1,4,-3.2,77.2
NY-097,Schuyler County,New York,74.9,8,-2.7,77.6
NY-099,Seneca County,New York,76.5,7,-2.6,79.1
NY-101,Steuben County,New York,75.4,12,-2.4,77.8
NY-103,Suffolk County,New York,77.2,22,-1.2,78.4
NY-105,Sullivan County,New York,74.6,8,-2.4,77
NY-107,Tioga County,New York,75.4,6,-2.8,78.2
NY-109,Tompkins County,New York,75.3,10,-2.6,77.8
NY-111,Ulster County,New York,75.8,17,-1.7,77.5
NY-113,Warren County,New York,73.2,4,-3.1,76.3
NY-115,Washington County,New York,75.8,4,-3,78.8
NY-117,Wayne County,New York,75.6,4,-2.6,78.2
NY-119,Westchester County,New York,78.8,13,-2.1,80.9
NY-121,Wyoming County,New York,73.8,8,-2.6,76.4
NY-123,Yates County,New York,75.4,5,-2.9,78.3
NC-001,Alamance County,North Carolina,86.2,38,-0.6,86.9
NC-003,Alexander County,North Carolina,85.4,72,0.1,85.3
NC-005,Alleghany County,North Carolina,77.7,36,-0.8,78.5
NC-007,Anson County,North Carolina,88.7,52,-0.4,89
NC-009,Ashe County,North Carolina,76.8,48,-0.4,77.2
NC-011,Avery County,North Carolina,74.6,59,0.1,74.6
NC-013,Beaufort County,North Carolina,86.4,31,-0.7,87.1
NC-015,Bertie County,North Carolina,85.6,16,-1.4,87.1
NC-017,Bladen County,North Carolina,87.4,23,-0.9,88.4
NC-019,Brunswick County,North Carolina,86.8,21,-1,87.8
NC-021,Buncombe County,North Carolina,79.7,57,-0.2,79.9
NC-023,Burke County,North Carolina,85.6,72,0.1,85.5
NC-025,Cabarrus County,North Carolina,87.3,46,-0.8,88.1
NC-027,Caldwell County,North Carolina,85.4,77,0.3,85.1
NC-029,Camden County,North Carolina,84.4,24,-1.1,85.5
NC-031,Carteret County,North Carolina,86.1,51,-0.2,86.3
NC-033,Caswell County,North Carolina,85.5,25,-1.3,86.8
NC-035,Catawba County,North Carolina,86.2,62,-0.1,86.3
NC-037,Chatham County,North Carolina,86.6,30,-1,87.6
NC-039,Cherokee County,North Carolina,82.5,29,-1.3,83.7
NC-041,Chowan County,North Carolina,85.1,17,-1.3,86.5
NC-043,Clay County,North Carolina,81.1,52,-0.3,81.4
NC-045,Cleveland County,North Carolina,87.6,75,0.2,87.4
NC-047,Columbus County,North Carolina,87.5,24,-1,88.6
NC-049,Craven County,North Carolina,86.5,33,-0.5,87
NC-051,Cumberland County,North Carolina,87.7,31,-1,88.6
NC-053,Currituck County,North Carolina,83.7,27,-0.8,84.5
NC-055,Dare County,North Carolina,84.3,30,-0.8,85.1
NC-057,Davidson County,North Carolina,86.1,44,-0.7,86.8
NC-059,Davie County,North Carolina,86,47,-0.5,86.5
NC-061,Duplin County,North Carolina,87,32,-0.8,87.8
NC-063,Durham County,North Carolina,86.3,27,-1.2,87.5
NC-065,Edgecombe County,North Carolina,86,15,-1.6,87.6
NC-067,Forsyth County,North Carolina,85.2,46,-0.7,85.9
NC-069,Franklin County,North Carolina,85.4,7,-2.2,87.6
NC-071,Gaston County,North Carolina,87.1,58,-0.1,87.2
NC-073,Gates County,North Carolina,85.2,11,-1.7,86.9
NC-075,Graham County,North Carolina,79.8,45,-0.5,80.3
NC-077,Granville County,North Carolina,85.3,15,-1.5,86.8
NC-079,Greene County,North Carolina,86.5,16,-1.4,87.9
NC-081,Guilford County,North Carolina,85.8,46,-0.5,86.3
NC-083,Halifax County,North Carolina,85.2,6,-2.4,87.6
NC-085,Harnett County,North Carolina,87.2,29,-1.2,88.4
NC-087,Haywood County,North Carolina,75.4,57,-0.2,75.6
NC-089,Henderson County,North Carolina,80.8,75,0.3,80.4
NC-091,Hertford County,North Carolina,85.4,14,-1.7,87.1
NC-093,Hoke County,North Carolina,87.5,26,-1.2,88.6
NC-095,Hyde County,North Carolina,85.9,31,-0.6,86.5
NC-097,Iredell County,North Carolina,85.8,50,-0.5,86.3
NC-099,Jackson County,North Carolina,78.2,80,0.4,77.7
NC-101,Johnston County,North Carolina,86.4,11,-1.8,88.2
NC-103,Jones County,North Carolina,86.7,36,-0.6,87.3
NC-105,Lee County,North Carolina,87,30,-1.2,88.2
NC-107,Lenoir County,North Carolina,86.8,27,-1,87.8
NC-109,Lincoln County,North Carolina,86.6,60,-0.1,86.7
NC-111,McDowell County,North Carolina,84,56,-0.4,84.4
NC-113,Macon County,North Carolina,80.1,85,0.6,79.5
NC-115,Madison County,North Carolina,80.6,49,-0.4,81
NC-117,Martin County,North Carolina,86,21,-1.4,87.3
NC-119,Mecklenburg County,North Carolina,87.3,52,-0.4,87.6
NC-121,Mitchell County,North Carolina,76.8,54,-0.3,77.1
NC-123,Montgomery County,North Carolina,87.2,37,-1,88.2
NC-125,Moore County,North Carolina,87,32,-1.1,88.1
NC-127,Nash County,North Carolina,85.6,9,-2.1,87.6
NC-129,New Hanover County,North Carolina,86.6,19,-1,87.7
NC-131,Northampton County,North Carolina,85.5,13,-2.1,87.6
NC-133,Onslow County,North Carolina,86.5,38,-0.7,87.2
NC-135,Orange County,North Carolina,85.7,28,-1,86.7
NC-137,Pamlico County,North Carolina,86.5,43,-0.3,86.8
NC-139,Pasquotank County,North Carolina,84.6,20,-1.2,85.9
NC-141,Pender County,North Carolina,87.2,33,-0.7,87.9
NC-143,Perquimans County,North Carolina,85,17,-1.3,86.3
NC-145,Person County,North Carolina,84.9,16,-1.5,86.4
NC-147,Pitt County,North Carolina,86.3,15,-1.5,87.8
NC-149,Polk County,North Carolina,86.9,95,1.1,85.8
NC-151,Randolph County,North Carolina,86.4,42,-0.6,87
NC-153,Richmond County,North Carolina,87.9,32,-1,88.9
NC-155,Robeson County,North Carolina,88.1,30,-1,89.1
NC-157,Rockingham County,North Carolina,85.4,29,-1.1,86.6
NC-159,Rowan County,North Carolina,86.4,42,-0.9,87.3
NC-161,Rutherford County,North Carolina,87.2,79,0.3,86.9
NC-163,Sampson County,North Carolina,87.2,30,-0.9,88.2
NC-165,Scotland County,North Carolina,87.7,23,-1.2,88.9
NC-167,Stanly County,North Carolina,87.8,45,-0.8,88.6
NC-169,Stokes County,North Carolina,84.5,37,-1,85.5
NC-171,Surry County,North Carolina,84.1,46,-0.5,84.7
NC-173,Swain County,North Carolina,77.6,66,0,77.6
NC-175,Transylvania County,North Carolina,79.4,88,0.7,78.7
NC-177,Tyrrell County,North Carolina,85.4,27,-0.8,86.2
NC-179,Union County,North Carolina,88.3,75,0.3,88
NC-181,Vance County,North Carolina,85.1,12,-1.9,87
NC-183,Wake County,North Carolina,86.4,21,-1.3,87.7
NC-185,Warren County,North Carolina,84.8,5,-2.5,87.3
NC-187,Washington County,North Carolina,85.9,29,-0.8,86.7
NC-189,Watauga County,North Carolina,76.7,73,0.4,76.3
NC-191,Wayne County,North Carolina,86.4,16,-1.5,87.9
NC-193,Wilkes County,North Carolina,84.5,69,0.1,84.4
NC-195,Wilson County,North Carolina,86.2,15,-1.6,87.8
NC-197,Yadkin County,North Carolina,85.1,49,-0.4,85.5
NC-199,Yancey County,North Carolina,76.4,58,-0.2,76.6
ND-001,Adams County,North Dakota,82,85,1.2,80.8
ND-003,Barnes County,North Dakota,78.3,35,-1.3,79.6
ND-005,Benson County,North Dakota,76.8,33,-1.8,78.7
ND-007,Billings County,North Dakota,82.6,103,2.2,80.4
ND-009,Bottineau County,North Dakota,76.2,28,-2,78.2
ND-011,Bowman County,North Dakota,82.7,100,1.9,80.8
ND-013,Burke County,North Dakota,75.9,33,-1.5,77.4
ND-015,Burleigh County,North Dakota,78.5,41,-1.2,79.7
ND-017,Cass County,North Dakota,79,33,-1.4,80.4
ND-019,Cavalier County,North Dakota,75.2,41,-1.3,76.4
ND-021,Dickey County,North Dakota,78.9,37,-1.5,80.4
ND-023,Divide County,North Dakota,76.6,37,-1.2,77.8
ND-025,Dunn County,North Dakota,80.9,83,1,79.9
ND-027,Eddy County,North Dakota,77.7,40,-1.4,79
ND-029,Emmons County,North Dakota,80,38,-1.2,81.2
ND-031,Foster County,North Dakota,77.9,36,-1.4,79.3
ND-033,Golden Valley County,North Dakota,83.5,111,2.6,80.8
ND-035,Grand Forks County,North Dakota,78.2,39,-1.3,79.5
ND-037,Grant County,North Dakota,80.6,49,-0.7,81.3
ND-039,Griggs County,North Dakota,77.3,32,-1.9,79.2
ND-041,Hettinger County,North Dakota,81.4,82,0.9,80.5
ND-043,Kidder County,North Dakota,77.7,34,-1.4,79.2
ND-045,LaMoure County,North Dakota,78.7,34,-1.4,80.1
ND-047,Logan County,North Dakota,78,27,-1.9,79.9
ND-049,McHenry County,North Dakota,77.3,27,-2.1,79.4
ND-051,McIntosh County,North Dakota,78.1,29,-2,80.1
ND-053,McKenzie County,North Dakota,81.5,88,1.3,80.2
ND-055,McLean County,North Dakota,77.6,32,-1.6,79.2
ND-057,Mercer County,North Dakota,79.5,49,-0.6,80.1
ND-059,Morton County,North Dakota,79.5,43,-1.1,80.6
ND-061,Mountrail County,North Dakota,77.6,48,-0.8,78.4
ND-063,Nelson County,North Dakota,77,44,-1.2,78.3
ND-065,Oliver County,North Dakota,78.5,36,-1.4,80
ND-067,Pembina County,North Dakota,77,43,-0.9,77.9
ND-069,Pierce County,North Dakota,76.6,31,-1.9,78.5
ND-071,Ramsey County,North Dakota,76.4,32,-1.9,78.3
ND-073,Ransom County,North Dakota,79.2,34,-1.1,80.3
ND-075,Renville County,North Dakota,76.7,28,-2.1,78.7
ND-077,Richland County,North Dakota,79.8,46,-0.8,80.6
ND-079,Rolette County,North Dakota,74.3,28,-2,76.3
ND-081,Sargent County,North Dakota,79.6,40,-1,80.6
ND-083,Sheridan County,North Dakota,76.7,26,-2.1,78.8
ND-085,Sioux County,North Dakota,81.1,51,-0.7,81.8
ND-087,Slope County,North Dakota,82.4,92,1.6,80.8
ND-089,Stark County,North Dakota,80.9,79,0.7,80.2
ND-091,Steele County,North Dakota,77.4,27,-2.2,79.6
ND-093,Stutsman County,North Dakota,77.7,32,-1.6,79.3
ND-095,Towner County,North Dakota,75.4,32,-1.8,77.2
ND-097,Traill County,North Dakota,78.5,32,-1.8,80.3
ND-099,Walsh County,North Dakota,77.1,43,-0.9,78
ND-101,Ward County,North Dakota,77.1,31,-1.7,78.8
ND-103,Wells County,North Dakota,77.2,33,-1.7,78.9
ND-105,Williams County,North Dakota,79.3,70,0.4,78.9
OH-001,Adams County,Ohio,82.6,24,-1.8,84.4
OH-003,Allen County,Ohio,80.2,12,-2.5,82.7
OH-005,Ashland County,Ohio,78.7,11,-2.5,81.2
OH-007,Ashtabula County,Ohio,77.3,21,-1.5,78.8
OH-009,Athens County,Ohio,81.1,16,-2.3,83.4
OH-011,Auglaize County,Ohio,80.2,14,-2.5,82.7
OH-013,Belmont County,Ohio,79.7,13,-2.7,82.4
OH-015,Brown County,Ohio,82.3,23,-1.8,84.1
OH-017,Butler County,Ohio,82.7,26,-1.5,84.2
OH-019,Carroll County,Ohio,78.5,8,-2.8,81.3
OH-021,Champaign County,Ohio,80.2,22,-2.3,82.4
OH-023,Clark County,Ohio,80.6,20,-2.2,82.8
OH-025,Clermont County,Ohio,82.6,22,-1.9,84.5
OH-027,Clinton County,Ohio,80.7,15,-2.1,82.9
OH-029,Columbiana County,Ohio,78.5,10,-2.3,80.8
OH-031,Coshocton County,Ohio,79.9,11,-2.6,82.6
OH-033,Crawford County,Ohio,79.3,14,-2.5,81.8
OH-035,Cuyahoga County,Ohio,77.8,17,-1.8,79.7
OH-037,Darke County,Ohio,80.6,16,-2.2,82.8
OH-039,Defiance County,Ohio,80.4,16,-2.3,82.6
OH-041,Delaware County,Ohio,81.3,19,-2.3,83.6
OH-043,Erie County,Ohio,78.2,8,-2.8,81.1
OH-045,Fairfield County,Ohio,81.1,19,-2.5,83.6
OH-047,Fayette County,Ohio,80.4,11,-2.5,82.9
OH-049,Franklin County,Ohio,81.6,13,-2.6,84.2
OH-051,Fulton County,Ohio,79.9,19,-2.3,82.2
OH-053,Gallia County,Ohio,82.7,24,-1.8,84.5
OH-055,Geauga County,Ohio,77.2,25,-1.3,78.5
OH-057,Greene County,Ohio,81,18,-2.1,83.1
OH-059,Guernsey County,Ohio,80.6,14,-2.4,83
OH-061,Hamilton County,Ohio,83.2,26,-1.5,84.7
OH-063,Hancock County,Ohio,80,11,-2.7,82.7
OH-065,Hardin County,Ohio,79.9,16,-2.4,82.3
OH-067,Harrison County,Ohio,79.1,10,-2.8,81.9
OH-069,Henry County,Ohio,80.5,17,-2.3,82.8
OH-071,Highland County,Ohio,81.1,21,-2,83.1
OH-073,Hocking County,Ohio,80.9,19,-2.4,83.2
OH-075,Holmes County,Ohio,79.2,10,-2.5,81.7
OH-077,Huron County,Ohio,78.8,9,-2.8,81.6
OH-079,Jackson County,Ohio,82.1,25,-1.9,84
OH-081,Jefferson County,Ohio,79.1,9,-2.8,81.9
OH-083,Knox County,Ohio,79.5,12,-2.7,82.2
OH-085,Lake County,Ohio,77.4,28,-1.1,78.5
OH-087,Lawrence County,Ohio,83.2,34,-1.2,84.4
OH-089,Licking County,Ohio,80.5,18,-2.5,83
OH-091,Logan County,Ohio,79.7,15,-2.3,82
OH-093,Lorain County,Ohio,78.7,12,-2.4,81.1
OH-095,Lucas County,Ohio,80,17,-2.4,82.4
OH-097,Madison County,Ohio,80.5,10,-2.7,83.2
OH-099,Mahoning County,Ohio,78.9,27,-1.4,80.3
OH-101,Marion County,Ohio,80.2,13,-2.7,82.9
OH-103,Medina County,Ohio,78.6,17,-2,80.6
OH-105,Meigs County,Ohio,82.2,26,-1.9,84
OH-107,Mercer County,Ohio,80.3,14,-2.2,82.6
OH-109,Miami County,Ohio,81.3,21,-1.9,83.2
OH-111,Monroe County,Ohio,80.4,10,-2.8,83.2
OH-113,Montgomery County,Ohio,81.9,23,-1.7,83.6
OH-115,Morgan County,Ohio,80.6,7,-2.8,83.4
OH-117,Morrow County,Ohio,79.5,15,-2.5,82
OH-119,Muskingum County,Ohio,80.7,14,-2.5,83.2
OH-121,Noble County,Ohio,80.9,12,-2.5,83.4
OH-123,Ottawa County,Ohio,79.4,12,-2.5,81.9
OH-125,Paulding County,Ohio,80.5,15,-2.3,82.8
OH-127,Perry County,Ohio,80.5,14,-2.6,83.1
OH-129,Pickaway County,Ohio,81.5,11,-2.8,84.3
OH-131,Pike County,Ohio,81.5,16,-2.2,83.7
OH-133,Portage County,Ohio,78,23,-1.5,79.5
OH-135,Preble County,Ohio,80.6,10,-2.3,83
OH-137,Putnam County,Ohio,80.4,15,-2.5,82.9
OH-139,Richland County,Ohio,78.7,13,-2.3,81
OH-141,Ross County,Ohio,81.1,10,-2.6,83.7
OH-143,Sandusky County,Ohio,79.7,10,-2.7,82.3
OH-145,Scioto County,Ohio,82.8,25,-1.7,84.5
OH-147,Seneca County,Ohio,79.5,9,-2.7,82.2
OH-149,Shelby County,Ohio,80.5,18,-2.3,82.7
OH-151,Stark County,Ohio,78.3,12,-2.5,80.7
OH-153,Summit County,Ohio,78.2,14,-2,80.3
OH-155,Trumbull County,Ohio,78.8,28,-1.3,80.1
OH-157,Tuscarawas County,Ohio,79.3,9,-3,82.3
OH-159,Union County,Ohio,80.9,20,-2.1,83
OH-161,Van Wert County,Ohio,80.5,16,-2.3,82.7
OH-163,Vinton County,Ohio,81.6,24,-1.9,83.5
OH-165,Warren County,Ohio,82.3,22,-1.7,84
OH-167,Washington County,Ohio,81.4,14,-2.4,83.8
OH-169,Wayne County,Ohio,78.8,13,-2.4,81.2
OH-171,Williams County,Ohio,79.5,18,-2.4,81.9
OH-173,Wood County,Ohio,80.4,14,-2.5,82.9
OH-175,Wyandot County,Ohio,79.9,11,-2.8,82.7
OK-001,Adair County,Oklahoma,89.3,77,0.5,88.8
OK-003,Alfalfa County,Oklahoma,94.1,93,1.1,93
OK-005,Atoka County,Oklahoma,92.6,73,0.2,92.4
OK-007,Beaver County,Oklahoma,92.6,86,1,91.5
OK-009,Beckham County,Oklahoma,92.9,63,0.2,92.7
OK-011,Blaine County,Oklahoma,92.7,70,0.2,92.5
OK-013,Bryan County,Oklahoma,92.7,64,-0.1,92.8
OK-015,Caddo County,Oklahoma,93,81,0.8,92.2
OK-017,Canadian County,Oklahoma,91.7,62,-0.3,92
OK-019,Carter County,Oklahoma,94.1,83,0.6,93.6
OK-021,Cherokee County,Oklahoma,90,68,0,90
OK-023,Choctaw County,Oklahoma,92.7,81,0.4,92.3
OK-025,Cimarron County,Oklahoma,91.1,100,1.5,89.6
OK-027,Cleveland County,Oklahoma,91.6,61,-0.4,92
OK-029,Coal County,Oklahoma,92.9,71,0.1,92.7
OK-031,Comanche County,Oklahoma,94.2,85,1,93.2
OK-033,Cotton County,Oklahoma,96.2,96,1.4,94.8
OK-035,Craig County,Oklahoma,88.9,43,-1.1,90.1
OK-037,Creek County,Oklahoma,90.4,47,-1,91.4
OK-039,Custer County,Oklahoma,92.6,63,0.2,92.4
OK-041,Delaware County,Oklahoma,88.8,60,-0.4,89.2
OK-043,Dewey County,Oklahoma,92.1,66,0.2,91.9
OK-045,Ellis County,Oklahoma,91.2,53,-0.3,91.5
OK-047,Garfield County,Oklahoma,93.2,89,0.8,92.5
OK-049,Garvin County,Oklahoma,92.9,64,-0.3,93.2
OK-051,Grady County,Oklahoma,92.5,75,0.5,92
OK-053,Grant County,Oklahoma,93.3,84,0.6,92.8
OK-055,Greer County,Oklahoma,94,62,0.1,93.9
OK-057,Harmon County,Oklahoma,94.4,59,-0.3,94.7
OK-059,Harper County,Oklahoma,92.6,76,0.4,92.3
OK-061,Haskell County,Oklahoma,91.7,85,0.7,91
OK-063,Hughes County,Oklahoma,91.5,58,-0.4,91.9
OK-065,Jackson County,Oklahoma,95.7,86,0.8,94.8
OK-067,Jefferson County,Oklahoma,96.2,102,1.5,94.7
OK-069,Johnston County,Oklahoma,92.9,79,0.4,92.5
OK-071,Kay County,Oklahoma,91.9,72,0,91.9
OK-073,Kingfisher County,Oklahoma,93.3,70,-0.2,93.4
OK-075,Kiowa County,Oklahoma,94.4,86,1.1,93.3
OK-077,Latimer County,Oklahoma,90.8,70,0.1,90.7
OK-079,Le Flore County,Oklahoma,91.2,86,0.8,90.4
OK-081,Lincoln County,Oklahoma,91.1,47,-1.1,92.2
OK-083,Logan County,Oklahoma,92.2,72,-0,92.2
OK-085,Love County,Oklahoma,94.4,83,0.6,93.8
OK-087,McClain County,Oklahoma,92.2,70,-0.1,92.2
OK-089,McCurtain County,Oklahoma,91.7,94,1.1,90.5
OK-091,McIntosh County,Oklahoma,91,57,-0.3,91.3
OK-093,Major County,Oklahoma,93.5,80,0.5,93
OK-095,Marshall County,Oklahoma,93.1,74,0.2,92.9
OK-097,Mayes County,Oklahoma,89.4,44,-1.2,90.7
OK-099,Murray County,Oklahoma,92.9,77,0.2,92.7
OK-101,Muskogee County,Oklahoma,91,61,-0.3,91.3
OK-103,Noble County,Oklahoma,91.9,69,-0.1,92
OK-105,Nowata County,Oklahoma,89.6,48,-0.9,90.5
OK-107,Okfuskee County,Oklahoma,90.8,44,-1.1,91.9
OK-109,Oklahoma County,Oklahoma,91.3,56,-0.5,91.8
OK-111,Okmulgee County,Oklahoma,90.4,41,-1.4,91.8
OK-113,Osage County,Oklahoma,90.3,59,-0.6,90.9
OK-115,Ottawa County,Oklahoma,89,58,-0.4,89.4
OK-117,Pawnee County,Oklahoma,90.9,52,-0.7,91.7
OK-119,Payne County,Oklahoma,91.2,54,-0.6,91.8
OK-121,Pittsburg County,Oklahoma,91.4,61,-0.2,91.6
OK-123,Pontotoc County,Oklahoma,92.3,63,-0.1,92.4
OK-125,Pottawatomie County,Oklahoma,91.6,54,-0.6,92.2
OK-127,Pushmataha County,Oklahoma,91.1,72,0.1,91
OK-129,Roger Mills County,Oklahoma,92,59,-0.1,92.1
OK-131,Rogers County,Oklahoma,89.6,42,-1.2,90.9
OK-133,Seminole County,Oklahoma,91.6,57,-0.6,92.2
OK-135,Sequoyah County,Oklahoma,91.2,82,0.5,90.7
OK-137,Stephens County,Oklahoma,94.1,87,0.9,93.3
OK-139,Texas County,Oklahoma,93,100,1.7,91.3
OK-141,Tillman County,Oklahoma,96.2,90,1.1,95.1
OK-143,Tulsa County,Oklahoma,90.1,47,-1,91.1
OK-145,Wagoner County,Oklahoma,90.6,52,-0.9,91.5
OK-147,Washington County,Oklahoma,90.1,55,-0.6,90.7
OK-149,Washita County,Oklahoma,93.2,71,0.6,92.6
OK-151,Woods County,Oklahoma,93.5,93,0.9,92.6
OK-153,Woodward County,Oklahoma,92.1,74,0.2,91.9
OR-001,Baker County,Oregon,80.9,115,2.9,77.9
OR-003,Benton County,Oregon,78.2,94,1.5,76.7
OR-005,Clackamas County,Oregon,72.9,82,0.7,72.1
OR-007,Clatsop County,Oregon,68.8,52,-0.1,68.9
OR-009,Columbia County,Oregon,73.9,62,0.2,73.7
OR-011,Coos County,Oregon,72.5,96,1.3,71.2
OR-013,Crook County,Oregon,79.8,105,2.6,77.1
OR-015,Curry County,Oregon,75.4,99,1.7,73.7
OR-017,Deschutes County,Oregon,77.1,98,2.1,75
OR-019,Douglas County,Oregon,76.9,94,1.6,75.3
OR-021,Gilliam County,Oregon,82.2,80,1,81.2
OR-023,Grant County,Oregon,78.7,114,3,75.7
OR-025,Harney County,Oregon,82.6,119,3.6,79
OR-027,Hood River County,Oregon,70.9,81,0.7,70.2
OR-029,Jackson County,Oregon,80.7,94,2.1,78.6
OR-031,Jefferson County,Oregon,79.9,98,2.1,77.8
OR-033,Josephine County,Oregon,79,96,2.2,76.8
OR-035,Klamath County,Oregon,78.3,107,2.4,75.8
OR-037,Lake County,Oregon,80.4,113,3.2,77.2
OR-039,Lane County,Oregon,75.1,96,1.7,73.5
OR-041,Lincoln County,Oregon,70.9,84,0.8,70.1
OR-043,Linn County,Oregon,75.3,96,1.5,73.8
OR-045,Malheur County,Oregon,85.7,118,3.2,82.5
OR-047,Marion County,Oregon,75,80,1,74
OR-049,Morrow County,Oregon,81.7,88,1.4,80.3
OR-051,Multnomah County,Oregon,75.3,69,0.3,75
OR-053,Polk County,Oregon,76.2,77,0.6,75.6
OR-055,Sherman County,Oregon,81.1,73,0.5,80.6
OR-057,Tillamook County,Oregon,69.1,75,0.4,68.7
OR-059,Umatilla County,Oregon,80.5,85,1.2,79.3
OR-061,Union County,Oregon,76.6,109,2.4,74.2
OR-063,Wallowa County,Oregon,76.1,105,2.4,73.7
OR-065,Wasco County,Oregon,79.1,87,1.2,77.9
OR-067,Washington County,Oregon,74.4,52,-0.3,74.7
OR-069,Wheeler County,Oregon,79.8,100,2.4,77.4
OR-071,Yamhill County,Oregon,76.1,70,0.4,75.7
PA-001,Adams County,Pennsylvania,80,8,-2.5,82.5
PA-003,Allegheny County,Pennsylvania,79.6,10,-2.5,82.1
PA-005,Armstrong County,Pennsylvania,79,16,-2,81
PA-007,Beaver County,Pennsylvania,79.5,12,-2.3,81.8
PA-009,Bedford County,Pennsylvania,79.4,10,-2.1,81.5
PA-011,Berks County,Pennsylvania,80,5,-2.4,82.4
PA-013,Blair County,Pennsylvania,78,12,-2.2,80.2
PA-015,Bradford County,Pennsylvania,75.1,6,-2.8,77.9
PA-017,Bucks County,Pennsylvania,80.3,12,-1.8,82.1
PA-019,Butler County,Pennsylvania,79,16,-1.9,80.9
PA-021,Cambria County,Pennsylvania,75.5,10,-2.2,77.7
PA-023,Cameron County,Pennsylvania,77.3,17,-1.9,79.2
PA-025,Carbon County,Pennsylvania,75.4,2,-3,78.4
PA-027,Centre County,Pennsylvania,77,7,-2.7,79.7
PA-029,Chester County,Pennsylvania,80.7,11,-1.9,82.6
PA-031,Clarion County,Pennsylvania,77.8,20,-1.6,79.4
PA-033,Clearfield County,Pennsylvania,76.5,12,-2.3,78.8
PA-035,Clinton County,Pennsylvania,77.4,8,-2.7,80.1
PA-037,Columbia County,Pennsylvania,77.2,6,-2.6,79.8
PA-039,Crawford County,Pennsylvania,76.6,21,-1.6,78.2
PA-041,Cumberland County,Pennsylvania,80.1,10,-2.3,82.4
PA-043,Dauphin County,Pennsylvania,78.8,7,-2.5,81.3
PA-045,Delaware County,Pennsylvania,81.2,11,-1.9,83.1
PA-047,Elk County,Pennsylvania,76,20,-1.7,77.7
PA-049,Erie County,Pennsylvania,75.9,19,-1.8,77.7
PA-051,Fayette County,Pennsylvania,78,11,-2.2,80.2
PA-053,Forest County,Pennsylvania,76.5,23,-1.5,77.9
PA-055,Franklin County,Pennsylvania,80.4,9,-2.1,82.5
PA-057,Fulton County,Pennsylvania,80.2,9,-2.3,82.5
PA-059,Greene County,Pennsylvania,79.6,10,-2.4,82
PA-061,Huntingdon County,Pennsylvania,79.2,7,-2.5,81.7
PA-063,Indiana County,Pennsylvania,77.6,12,-2.2,79.8
PA-065,Jefferson County,Pennsylvania,76.5,17,-1.8,78.3
PA-067,Juniata County,Pennsylvania,79.1,6,-2.8,81.9
PA-069,Lackawanna County,Pennsylvania,74.4,4,-2.7,77.1
PA-071,Lancaster County,Pennsylvania,80.4,10,-2.3,82.6
PA-073,Lawrence County,Pennsylvania,79,14,-2.2,81.1
PA-075,Lebanon County,Pennsylvania,78.9,7,-2.6,81.5
PA-077,Lehigh County,Pennsylvania,79.7,5,-2.6,82.3
PA-079,Luzerne County,Pennsylvania,75.2,4,-2.8,78
PA-081,Lycoming County,Pennsylvania,76.8,6,-2.7,79.5
PA-083,McKean County,Pennsylvania,75.3,18,-1.9,77.1
PA-085,Mercer County,Pennsylvania,77.9,23,-1.6,79.5
PA-087,Mifflin County,Pennsylvania,78.7,8,-2.8,81.5
PA-089,Monroe County,Pennsylvania,75.1,4,-2.6,77.7
PA-091,Montgomery County,Pennsylvania,81.1,12,-1.8,82.9
PA-093,Montour County,Pennsylvania,78.5,8,-2.5,81
PA-095,Northampton County,Pennsylvania,78.8,5,-2.7,81.4
PA-097,Northumberland County,Pennsylvania,78.2,9,-2.5,80.6
PA-099,Perry County,Pennsylvania,79,8,-2.6,81.6
PA-101,Philadelphia County,Pennsylvania,81.5,15,-1.7,83.2
PA-103,Pike County,Pennsylvania,75.2,8,-2.3,77.6
PA-105,Potter County,Pennsylvania,75.4,14,-2.4,77.8
PA-107,Schuylkill County,Pennsylvania,76.7,4,-2.7,79.4
PA-109,Snyder County,Pennsylvania,78.6,8,-2.6,81.1
PA-111,Somerset County,Pennsylvania,75.2,12,-2.2,77.3
PA-113,Sullivan County,Pennsylvania,72.9,8,-2.5,75.4
PA-115,Susquehanna County,Pennsylvania,75,9,-2.6,77.6
PA-117,Tioga County,Pennsylvania,74.9,7,-3,77.9
PA-119,Union County,Pennsylvania,78,8,-2.6,80.6
PA-121,Venango County,Pennsylvania,77.6,24,-1.4,79
PA-123,Warren County,Pennsylvania,75.9,19,-1.7,77.6
PA-125,Washington County,Pennsylvania,79.2,9,-2.6,81.8
PA-127,Wayne County,Pennsylvania,74.8,9,-2.5,77.3
PA-129,Westmoreland County,Pennsylvania,78.5,9,-2.5,81
PA-131,Wyoming County,Pennsylvania,75.2,6,-2.6,77.8
PA-133,York County,Pennsylvania,80.2,11,-2.3,82.4
RI-001,Bristol County,Rhode Island,77.2,42,-0.6,77.7
RI-003,Kent County,Rhode Island,77.1,40,-0.6,77.7
RI-005,Newport County,Rhode Island,76.5,52,-0.3,76.7
