county_fips5,yr,index_nsa_pred
6045,2022,1187.687658101037
6045,2023,1191.5645934199138
6045,2024,1194.5443341164196
6045,2025,1195.832294956217
6047,2021,902.0253027272391
6047,2022,897.2868954607471
6047,2023,892.3644076568403
6047,2024,888.3736350023776
6047,2025,884.2508617419401
6049,2021,206.5743995857323
6049,2022,200.03615454401373
6049,2023,195.94237100510298
6049,2024,191.75648532510567
6049,2025,186.4577397188144
6051,2021,511.95638049335673
6051,2022,494.925137934095
6051,2023,472.608767437555
6051,2024,447.32756401633293
6051,2025,418.0281416719251
6053,2021,1453.3837599465123
6053,2022,1453.186318233185
6053,2023,1452.8009789656244
6053,2024,1452.3362915862313
6053,2025,1449.922136915799
6055,2021,1604.245592753428
6055,2022,1614.6996193427253
6055,2023,1623.2530990090909
6055,2024,1629.114982758966
6055,2025,1631.822947984987
6057,2021,915.3003451144779
6057,2022,923.3964883320012
6057,2023,929.8182025558896
6057,2024,934.6722338995796
6057,2025,937.5305603707184
6059,2021,1488.7581521523007
6059,2022,1499.381611435721
6059,2023,1506.4999046422167
6059,2024,1510.5011553489717
6059,2025,1510.834448413495
6061,2021,1088.5231769825184
6061,2022,1110.6243039068409
6061,2023,1132.0177379833071
6061,2024,1151.8149977170388
6061,2025,1169.7762279129802
6063,2021,486.5532074455725
6063,2022,479.49520189161217
6063,2023,473.46391745173435
6063,2024,468.3358170024633
6063,2025,462.98776834869847
6065,2021,1080.3765689487127
6065,2022,1144.0942424784716
6065,2023,1209.3650766205267
6065,2024,1275.519979542011
6065,2025,1343.3631633698128
6067,2021,1145.067364636688
6067,2022,1168.703377735941
6067,2023,1190.5431018420813
6067,2024,1211.4034456706436
6067,2025,1230.5787020603093
6069,2021,1411.5246065830997
6069,2022,1415.809758986964
6069,2023,1420.4634839186283
6069,2024,1424.2000520483216
6069,2025,1425.8349197967068
6071,2021,1160.871225821541
6071,2022,1200.8969660547787
6071,2023,1243.1486408650358
6071,2024,1287.5736451052517
6071,2025,1333.866859496768
6073,2021,1449.8508674275809
6073,2022,1481.4634009551792
6073,2023,1511.1189299996822
6073,2024,1539.701425432252
6073,2025,1566.8830661434927
6075,2021,2361.2494387828256
6075,2022,2392.2011566231245
6075,2023,2428.6149603243966
6075,2024,2452.187925429672
6075,2025,2467.9149512149393
6077,2021,943.7706280870865
6077,2022,948.3016031337795
6077,2023,952.745491584228
6077,2024,957.4972801410189
6077,2025,961.5053262592667
6079,2021,1857.970268665791
6079,2022,1881.6119049834715
6079,2023,1905.161563651675
6079,2024,1927.0587450022317
6079,2025,1946.7869071367636
6081,2021,2110.1698097292406
6081,2022,2145.3077003275243
6081,2023,2181.920869906829
6081,2024,2208.6566433039757
6081,2025,2229.8555213925897
6083,2021,1681.8178999101742
6083,2022,1697.7193872632238
6083,2023,1712.7562014900636
6083,2024,1726.2884762900453
6083,2025,1737.724856910259
6085,2021,2197.1477822947827
6085,2022,2231.6040409234474
6085,2023,2262.923563128454
6085,2024,2286.471696323108
6085,2025,2305.8670485989173
6087,2021,1870.0381121304868
6087,2022,1886.3456714676954
6087,2023,1902.7862272212342
6087,2024,1916.1671131040166
